Orig \ Dest,AL_BIR,AL_DEC,AL_MOB,AL_MON,AR_FAY,AR_LIT,AZ_FLA,AZ_PHO,AZ_TUC,CA_FRS,CA_LAX,CA_ONT,CA_SDI,CA_SFR,CA_STK,CO_DEN,CO_GRA,CT_HAR,FL_JAX,FL_LAK,FL_MIA,FL_TAL,GA_ATL,GA_MAC,GA_SAV,GA_TIF,IA_CED,IA_DES,IA_DUB,ID_TWI,IL_BLO,IL_CHI,IL_JOL,IL_QUI,IL_RFD,IL_ROC,IL_TAY,IN_EVA,IN_FTW,IN_GRY,IN_IND,IN_SBD,IN_TER,KS_HUT,KY_BOW,KY_LEX,KY_LOU,LA_NEW,LA_SHR,MA_BOS,MA_SPR,MD_BAL,ME_AUG,MI_DET,MI_RAP,MI_SAG,MN_DUL,MN_MIN,MN_STC,MO_GIR,MO_JEF,MO_JOP,MO_KAN,MO_STL,MS_JAC,MT_BIL,MT_MIS,NC_CHA,NC_GRE,NC_RAL,NC_WIL,ND_BIS,ND_FAR,NE_NPL,NE_OMA,NH_BRI,NJ_ELI,NM_ALB,NV_REN,NV_VEG,NY_ALB,NY_BRN,NY_BUF,NY_ELM,NY_ROC,NY_SYR,OH_CIN,OH_CLE,OH_COL,OH_TOL,OK_OKC,OK_TUL,ON_TOR,OR_MED,OR_PEN,OR_POR,PA_ALL,PA_ERI,PA_HAR,PA_PHI,PA_PIT,QC_MON,SC_CHA,SC_COL,SC_GRE,SD_RAP,SD_SXF,TN_CHA,TN_KNO,TN_MEM,TN_NAS,TX_AMA,TX_ANT,TX_AUS,TX_DAL,TX_ELP,TX_FTW,TX_HOU,TX_LAR,TX_LUB,TX_MCA,TX_TEX,UT_SLC,VA_ALE,VA_NOR,VA_RCH,VA_ROA,VA_WIN,WA_SEA,WA_SPO,WI_EAU,WI_GRE,WI_MAD,WI_MIL,WV_CHA,WV_HUN,WY_GRE
KY_LOU,63.0,26.0,10.0,27.0,24.0,9.0,15.0,15.0,18.0,11.0,18.0,17.0,12.0,8.0,11.0,18.0,12.0,11.0,10.0,43.0,20.0,35.0,118.0,19.0,19.0,39.0,11.0,13.0,10.0,10.0,18.0,109.0,61.0,8.0,55.0,21.0,20.0,15.0,34.0,23.0,106.0,77.0,16.0,12.0,36.0,31.0,105.0,11.0,8.0,24.0,17.0,22.0,23.0,104.0,70.0,25.0,10.0,25.0,17.0,23.0,13.0,29.0,83.0,54.0,12.0,8.0,24.0,71.0,10.0,14.0,17.0,10.0,14.0,8.0,12.0,21.0,20.0,69.0,24.0,8.0,15.0,9.0,42.0,8.0,47.0,14.0,60.0,103.0,71.0,43.0,19.0,29.0,10.0,9.0,13.0,15.0,38.0,43.0,32.0,39.0,96.0,26.0,22.0,18.0,43.0,104.0,8.0,52.0,14.0,76.0,56.0,9.0,153.0,44.0,76.0,13.0,80.0,53.0,40.0,17.0,158.0,9.0,8.0,12.0,8.0,20.0,11.0,15.0,26.0,14.0,53.0,21.0,40.0,30.0,38.0,25.0,10.0
LA_NEW,93.0,56.0,94.0,20.0,17.0,51.0,18.0,26.0,21.0,15.0,9.0,15.0,15.0,12.0,14.0,17.0,115.0,8.0,15.0,66.0,25.0,42.0,33.0,11.0,32.0,9.0,18.0,29.0,11.0,20.0,13.0,8.0,8.0,7.0,58.0,8.0,10.0,9.0,10.0,10.0,20.0,10.0,11.0,8.0,15.0,46.0,8.0,1732.0,83.0,15.0,8.0,26.0,23.0,10.0,29.0,11.0,90.0,19.0,13.0,12.0,17.0,17.0,8.0,35.0,37.0,20.0,20.0,31.0,11.0,11.0,38.0,90.0,90.0,8.0,13.0,23.0,9.0,115.0,12.0,11.0,110.0,12.0,110.0,110.0,110.0,8.0,8.0,13.0,37.0,11.0,16.0,21.0,8.0,33.0,14.0,9.0,7.0,110.0,8.0,13.0,35.0,8.0,32.0,29.0,22.0,90.0,10.0,18.0,12.0,49.0,16.0,8.0,88.0,201.0,207.0,76.0,117.0,660.0,15.0,128.0,53.0,63.0,8.0,21.0,30.0,16.0,23.0,11.0,8.0,14.0,17.0,13.0,10.0,10.0,10.0,10.0,10.0
LA_SHR,46.0,32.0,34.0,16.0,32.0,127.0,10.0,23.0,8.0,28.0,20.0,18.0,15.0,12.0,19.0,28.0,10.0,10.0,23.0,92.0,60.0,14.0,29.0,9.0,20.0,24.0,8.0,20.0,12.0,7.0,8.0,23.0,17.0,105.0,17.0,15.0,10.0,16.0,126.0,13.0,18.0,16.0,20.0,18.0,17.0,12.0,10.0,223.0,884.0,10.0,10.0,16.0,10.0,9.0,11.0,7.0,8.0,18.0,11.0,11.0,22.0,47.0,23.0,21.0,49.0,8.0,42.0,150.0,135.0,16.0,17.0,10.0,67.0,12.0,15.0,10.0,9.0,8.0,12.0,18.0,78.0,78.0,78.0,78.0,78.0,78.0,19.0,16.0,30.0,18.0,145.0,75.0,8.0,11.0,102.0,81.0,19.0,78.0,12.0,14.0,12.0,8.0,11.0,13.0,7.0,10.0,8.0,16.0,15.0,32.0,21.0,11.0,150.0,259.0,558.0,43.0,492.0,991.0,17.0,84.0,41.0,381.0,19.0,14.0,18.0,14.0,10.0,12.0,11.0,102.0,9.0,15.0,20.0,13.0,10.0,8.0,21.0
MA_BOS,8.0,64.0,64.0,64.0,95.0,95.0,19.0,30.0,31.0,13.0,15.0,15.0,15.0,15.0,15.0,44.0,44.0,34.0,12.0,20.0,15.0,12.0,14.0,7.0,10.0,75.0,10.0,10.0,10.0,8.0,206.0,26.0,11.0,73.0,16.0,206.0,73.0,8.0,28.0,17.0,13.0,15.0,73.0,14.0,10.0,7.0,11.0,7.0,95.0,78.0,13.0,68.0,19.0,9.0,18.0,206.0,10.0,10.0,10.0,14.0,10.0,14.0,9.0,14.0,64.0,21.0,21.0,23.0,8.0,9.0,20.0,10.0,10.0,14.0,14.0,14.0,63.0,44.0,10.0,8.0,20.0,155.0,26.0,9.0,26.0,11.0,15.0,22.0,21.0,23.0,7.0,7.0,8.0,9.0,9.0,7.0,57.0,11.0,49.0,52.0,14.0,10.0,17.0,16.0,22.0,10.0,10.0,12.0,8.0,9.0,8.0,95.0,95.0,13.0,45.0,95.0,47.0,10.0,95.0,95.0,95.0,95.0,10.0,64.0,15.0,13.0,8.0,26.0,7.0,7.0,206.0,9.0,19.0,15.0,74.0,74.0,11.0
MA_SPR,19.0,78.0,13.0,16.0,117.0,117.0,13.0,17.0,18.0,12.0,8.0,8.0,8.0,9.0,9.0,30.0,30.0,21.0,8.0,9.0,9.0,10.0,9.0,9.0,16.0,63.0,9.0,9.0,9.0,23.0,24.0,15.0,13.0,85.0,10.0,286.0,10.0,10.0,10.0,9.0,7.0,7.0,85.0,18.0,8.0,18.0,13.0,22.0,117.0,54.0,14.0,45.0,8.0,9.0,27.0,9.0,9.0,9.0,9.0,18.0,9.0,18.0,9.0,12.0,78.0,23.0,23.0,10.0,17.0,23.0,8.0,9.0,9.0,18.0,18.0,12.0,15.0,30.0,12.0,10.0,12.0,9.0,10.0,10.0,10.0,8.0,26.0,22.0,16.0,7.0,10.0,117.0,12.0,11.0,8.0,10.0,14.0,15.0,21.0,26.0,9.0,13.0,34.0,38.0,12.0,9.0,9.0,16.0,13.0,11.0,11.0,117.0,10.0,34.0,51.0,8.0,53.0,23.0,117.0,117.0,117.0,117.0,10.0,14.0,10.0,12.0,14.0,11.0,9.0,20.0,286.0,20.0,25.0,27.0,66.0,66.0,11.0
MD_BAL,31.0,15.0,15.0,19.0,207.0,11.0,13.0,16.0,17.0,12.0,11.0,91.0,15.0,8.0,116.0,8.0,12.0,65.0,19.0,52.0,35.0,26.0,85.0,7.0,30.0,12.0,35.0,40.0,25.0,7.0,18.0,120.0,78.0,284.0,10.0,40.0,10.0,128.0,88.0,95.0,60.0,152.0,15.0,11.0,129.0,37.0,64.0,20.0,7.0,124.0,26.0,248.0,10.0,66.0,65.0,11.0,8.0,18.0,12.0,34.0,35.0,77.0,20.0,24.0,7.0,24.0,24.0,148.0,61.0,110.0,30.0,82.0,82.0,9.0,10.0,27.0,72.0,53.0,24.0,14.0,26.0,32.0,35.0,9.0,35.0,38.0,44.0,157.0,73.0,56.0,8.0,207.0,15.0,16.0,16.0,16.0,80.0,10.0,161.0,92.0,93.0,10.0,11.0,16.0,26.0,82.0,82.0,15.0,56.0,14.0,16.0,207.0,28.0,27.0,25.0,207.0,23.0,50.0,34.0,8.0,34.0,7.0,18.0,429.0,92.0,179.0,30.0,158.0,11.0,16.0,18.0,9.0,13.0,22.0,86.0,22.0,11.0
ME_AUG,8.0,32.0,32.0,32.0,46.0,46.0,14.0,21.0,10.0,19.0,9.0,11.0,11.0,19.0,19.0,29.0,29.0,94.0,11.0,19.0,24.0,12.0,12.0,32.0,54.0,54.0,9.0,9.0,9.0,8.0,75.0,12.0,9.0,31.0,7.0,75.0,31.0,31.0,9.0,18.0,15.0,14.0,31.0,9.0,10.0,31.0,31.0,8.0,46.0,92.0,70.0,10.0,43.0,75.0,15.0,75.0,9.0,9.0,9.0,9.0,7.0,9.0,7.0,9.0,32.0,8.0,8.0,24.0,11.0,40.0,40.0,9.0,9.0,9.0,9.0,74.0,54.0,29.0,8.0,8.0,24.0,75.0,62.0,13.0,21.0,13.0,9.0,19.0,14.0,18.0,46.0,46.0,15.0,11.0,8.0,11.0,51.0,62.0,17.0,22.0,7.0,14.0,40.0,10.0,8.0,9.0,9.0,32.0,32.0,32.0,10.0,46.0,46.0,11.0,17.0,46.0,15.0,9.0,46.0,46.0,46.0,46.0,29.0,11.0,10.0,7.0,8.0,10.0,11.0,11.0,75.0,8.0,15.0,14.0,33.0,33.0,8.0
MI_DET,37.0,30.0,19.0,38.0,10.0,8.0,9.0,19.0,12.0,13.0,11.0,8.0,9.0,11.0,9.0,11.0,11.0,15.0,14.0,29.0,16.0,14.0,58.0,39.0,27.0,11.0,14.0,17.0,14.0,35.0,35.0,232.0,189.0,19.0,17.0,29.0,22.0,32.0,79.0,53.0,72.0,134.0,13.0,10.0,65.0,64.0,75.0,15.0,15.0,16.0,27.0,14.0,14.0,268.0,85.0,75.0,10.0,19.0,11.0,60.0,16.0,9.0,27.0,25.0,9.0,35.0,35.0,42.0,19.0,19.0,36.0,9.0,11.0,9.0,22.0,9.0,21.0,109.0,18.0,7.0,22.0,13.0,53.0,9.0,50.0,42.0,44.0,128.0,125.0,131.0,21.0,15.0,8.0,17.0,17.0,8.0,12.0,14.0,33.0,29.0,65.0,8.0,22.0,44.0,24.0,9.0,8.0,28.0,30.0,67.0,42.0,380.0,28.0,26.0,36.0,9.0,48.0,77.0,17.0,8.0,8.0,18.0,15.0,7.0,12.0,11.0,23.0,8.0,10.0,17.0,11.0,27.0,19.0,48.0,16.0,13.0,15.0
MI_RAP,26.0,16.0,9.0,16.0,9.0,22.0,26.0,30.0,15.0,12.0,13.0,19.0,18.0,8.0,8.0,15.0,80.0,14.0,9.0,36.0,42.0,13.0,29.0,28.0,14.0,17.0,16.0,8.0,13.0,14.0,26.0,78.0,43.0,11.0,45.0,16.0,19.0,17.0,19.0,46.0,43.0,125.0,27.0,27.0,12.0,32.0,37.0,13.0,7.0,18.0,21.0,28.0,16.0,74.0,153.0,21.0,9.0,9.0,9.0,8.0,8.0,36.0,15.0,11.0,10.0,30.0,30.0,9.0,18.0,23.0,15.0,23.0,43.0,18.0,18.0,16.0,23.0,14.0,8.0,19.0,9.0,8.0,11.0,9.0,8.0,8.0,32.0,34.0,81.0,14.0,9.0,9.0,10.0,36.0,25.0,36.0,18.0,12.0,37.0,21.0,46.0,8.0,14.0,12.0,21.0,123.0,19.0,24.0,10.0,28.0,9.0,8.0,49.0,45.0,50.0,14.0,45.0,66.0,31.0,8.0,31.0,8.0,9.0,25.0,8.0,10.0,22.0,14.0,9.0,23.0,44.0,13.0,8.0,16.0,7.0,19.0,9.0
MI_SAG,51.0,14.0,51.0,51.0,93.0,93.0,24.0,7.0,24.0,8.0,11.0,11.0,9.0,19.0,19.0,24.0,24.0,17.0,8.0,15.0,9.0,8.0,13.0,51.0,10.0,34.0,8.0,7.0,7.0,11.0,8.0,39.0,31.0,10.0,28.0,10.0,8.0,13.0,109.0,74.0,25.0,118.0,18.0,36.0,8.0,8.0,8.0,93.0,93.0,13.0,13.0,10.0,17.0,108.0,19.0,46.0,28.0,14.0,12.0,9.0,10.0,8.0,16.0,17.0,51.0,11.0,11.0,21.0,14.0,19.0,10.0,28.0,28.0,36.0,36.0,17.0,11.0,24.0,11.0,11.0,8.0,11.0,12.0,10.0,12.0,9.0,29.0,37.0,22.0,63.0,9.0,93.0,8.0,14.0,14.0,14.0,57.0,14.0,12.0,14.0,16.0,128.0,9.0,40.0,17.0,28.0,28.0,21.0,51.0,11.0,23.0,93.0,8.0,20.0,8.0,93.0,13.0,17.0,9.0,93.0,9.0,93.0,11.0,30.0,12.0,13.0,16.0,30.0,14.0,14.0,10.0,25.0,20.0,14.0,13.0,12.0,11.0
MN_DUL,7.0,37.0,37.0,37.0,8.0,50.0,22.0,22.0,22.0,12.0,9.0,9.0,9.0,13.0,11.0,8.0,22.0,9.0,9.0,10.0,21.0,9.0,11.0,37.0,9.0,21.0,14.0,20.0,9.0,8.0,18.0,25.0,15.0,12.0,8.0,11.0,33.0,33.0,8.0,9.0,9.0,9.0,33.0,64.0,33.0,33.0,33.0,11.0,50.0,11.0,14.0,15.0,14.0,14.0,11.0,46.0,279.0,8.0,41.0,64.0,9.0,7.0,8.0,9.0,37.0,8.0,8.0,7.0,11.0,11.0,11.0,95.0,11.0,64.0,11.0,14.0,23.0,22.0,8.0,8.0,23.0,23.0,23.0,23.0,23.0,23.0,16.0,8.0,18.0,15.0,8.0,9.0,8.0,9.0,9.0,9.0,23.0,23.0,23.0,23.0,12.0,8.0,11.0,11.0,9.0,26.0,8.0,8.0,37.0,37.0,37.0,50.0,50.0,10.0,8.0,50.0,8.0,10.0,50.0,50.0,50.0,50.0,8.0,15.0,15.0,15.0,15.0,15.0,9.0,9.0,9.0,14.0,10.0,31.0,15.0,15.0,8.0
MN_MIN,12.0,12.0,13.0,9.0,13.0,11.0,12.0,12.0,8.0,30.0,15.0,26.0,9.0,23.0,18.0,51.0,10.0,15.0,8.0,23.0,23.0,12.0,26.0,19.0,11.0,11.0,29.0,40.0,39.0,29.0,35.0,143.0,101.0,18.0,41.0,157.0,22.0,38.0,50.0,50.0,33.0,91.0,14.0,30.0,33.0,8.0,9.0,7.0,13.0,12.0,22.0,24.0,8.0,29.0,28.0,13.0,40.0,165.0,60.0,16.0,35.0,15.0,54.0,62.0,14.0,12.0,8.0,11.0,53.0,52.0,13.0,51.0,41.0,126.0,50.0,36.0,8.0,13.0,57.0,8.0,8.0,77.0,11.0,8.0,9.0,12.0,24.0,41.0,16.0,18.0,17.0,15.0,9.0,22.0,7.0,22.0,11.0,11.0,15.0,10.0,9.0,15.0,9.0,22.0,13.0,8.0,53.0,9.0,13.0,19.0,14.0,8.0,105.0,102.0,46.0,7.0,37.0,43.0,107.0,7.0,103.0,8.0,60.0,17.0,13.0,10.0,61.0,10.0,8.0,10.0,109.0,45.0,74.0,113.0,9.0,8.0,62.0
MN_STC,10.0,8.0,9.0,10.0,10.0,10.0,116.0,10.0,8.0,9.0,14.0,14.0,12.0,10.0,10.0,32.0,8.0,8.0,9.0,11.0,19.0,9.0,8.0,9.0,7.0,53.0,28.0,33.0,25.0,26.0,10.0,54.0,43.0,8.0,21.0,140.0,11.0,51.0,35.0,10.0,33.0,53.0,20.0,16.0,15.0,11.0,7.0,9.0,10.0,8.0,13.0,8.0,9.0,8.0,18.0,9.0,29.0,72.0,49.0,9.0,18.0,13.0,42.0,26.0,12.0,9.0,36.0,8.0,9.0,40.0,8.0,13.0,12.0,11.0,27.0,23.0,11.0,8.0,36.0,36.0,8.0,65.0,65.0,65.0,65.0,65.0,7.0,27.0,42.0,14.0,15.0,9.0,13.0,11.0,11.0,11.0,9.0,9.0,17.0,11.0,7.0,22.0,9.0,13.0,9.0,9.0,28.0,13.0,8.0,11.0,15.0,9.0,101.0,101.0,33.0,281.0,17.0,20.0,104.0,8.0,100.0,15.0,55.0,7.0,38.0,38.0,38.0,8.0,11.0,11.0,9.0,51.0,38.0,63.0,38.0,38.0,55.0
MO_GIR,10.0,10.0,11.0,19.0,32.0,9.0,26.0,8.0,10.0,14.0,23.0,23.0,11.0,37.0,37.0,12.0,26.0,8.0,12.0,24.0,29.0,7.0,16.0,15.0,12.0,8.0,12.0,20.0,15.0,23.0,30.0,45.0,32.0,12.0,17.0,17.0,9.0,10.0,16.0,37.0,9.0,8.0,12.0,10.0,37.0,53.0,61.0,14.0,19.0,13.0,12.0,15.0,16.0,14.0,31.0,27.0,22.0,24.0,19.0,14.0,11.0,44.0,15.0,16.0,13.0,23.0,23.0,8.0,10.0,7.0,9.0,47.0,12.0,26.0,8.0,16.0,18.0,26.0,23.0,8.0,114.0,114.0,12.0,8.0,12.0,8.0,9.0,10.0,9.0,10.0,18.0,10.0,8.0,23.0,23.0,14.0,21.0,9.0,25.0,17.0,8.0,8.0,10.0,39.0,37.0,47.0,12.0,11.0,9.0,35.0,36.0,8.0,16.0,64.0,15.0,66.0,10.0,33.0,16.0,85.0,14.0,11.0,26.0,14.0,9.0,9.0,8.0,8.0,8.0,23.0,26.0,17.0,54.0,14.0,7.0,8.0,8.0
MO_JEF,14.0,14.0,14.0,18.0,20.0,27.0,13.0,11.0,11.0,51.0,7.0,10.0,10.0,16.0,35.0,10.0,54.0,25.0,13.0,35.0,72.0,13.0,56.0,10.0,15.0,15.0,14.0,22.0,10.0,17.0,14.0,43.0,27.0,12.0,8.0,14.0,36.0,16.0,8.0,17.0,24.0,24.0,15.0,34.0,31.0,9.0,19.0,15.0,10.0,21.0,30.0,8.0,36.0,11.0,35.0,49.0,30.0,20.0,28.0,25.0,25.0,53.0,80.0,80.0,33.0,7.0,9.0,11.0,7.0,9.0,91.0,16.0,8.0,22.0,9.0,36.0,12.0,17.0,18.0,10.0,12.0,16.0,8.0,9.0,8.0,13.0,8.0,14.0,8.0,12.0,8.0,16.0,9.0,39.0,16.0,9.0,8.0,30.0,10.0,17.0,17.0,9.0,68.0,8.0,10.0,24.0,15.0,23.0,9.0,16.0,26.0,21.0,8.0,47.0,50.0,9.0,42.0,42.0,9.0,13.0,9.0,10.0,8.0,8.0,7.0,10.0,20.0,16.0,24.0,9.0,19.0,11.0,15.0,24.0,14.0,8.0,8.0
MO_JOP,58.0,12.0,12.0,16.0,79.0,67.0,15.0,25.0,14.0,10.0,11.0,11.0,11.0,10.0,9.0,62.0,46.0,9.0,22.0,58.0,29.0,14.0,84.0,13.0,52.0,13.0,29.0,24.0,37.0,9.0,9.0,22.0,38.0,15.0,25.0,14.0,8.0,14.0,44.0,12.0,39.0,14.0,20.0,23.0,20.0,13.0,15.0,30.0,23.0,9.0,15.0,24.0,8.0,14.0,13.0,14.0,21.0,13.0,10.0,13.0,42.0,41.0,53.0,37.0,15.0,10.0,50.0,41.0,12.0,51.0,13.0,9.0,8.0,13.0,33.0,9.0,9.0,7.0,8.0,20.0,7.0,76.0,11.0,76.0,11.0,8.0,10.0,23.0,7.0,9.0,65.0,44.0,13.0,32.0,12.0,32.0,14.0,76.0,8.0,8.0,9.0,13.0,52.0,29.0,34.0,15.0,21.0,14.0,13.0,51.0,42.0,23.0,57.0,24.0,102.0,20.0,86.0,86.0,34.0,22.0,16.0,12.0,12.0,14.0,36.0,13.0,72.0,11.0,10.0,14.0,14.0,17.0,10.0,16.0,72.0,72.0,17.0
MO_KAN,25.0,13.0,15.0,65.0,38.0,19.0,17.0,22.0,17.0,14.0,9.0,9.0,14.0,21.0,16.0,79.0,14.0,13.0,15.0,65.0,19.0,18.0,50.0,17.0,8.0,8.0,18.0,11.0,11.0,9.0,19.0,68.0,36.0,9.0,12.0,20.0,8.0,14.0,25.0,38.0,48.0,31.0,19.0,84.0,13.0,17.0,35.0,23.0,13.0,9.0,17.0,9.0,23.0,16.0,15.0,247.0,20.0,28.0,23.0,12.0,65.0,92.0,239.0,47.0,22.0,13.0,11.0,12.0,26.0,17.0,102.0,9.0,10.0,13.0,51.0,23.0,7.0,9.0,8.0,9.0,7.0,8.0,8.0,96.0,9.0,9.0,13.0,33.0,49.0,29.0,147.0,64.0,10.0,29.0,9.0,29.0,14.0,96.0,21.0,8.0,13.0,18.0,39.0,41.0,49.0,14.0,22.0,13.0,7.0,10.0,18.0,9.0,48.0,29.0,227.0,65.0,168.0,158.0,13.0,72.0,45.0,11.0,14.0,9.0,16.0,16.0,54.0,8.0,14.0,7.0,14.0,13.0,13.0,19.0,8.0,10.0,8.0
MO_STL,57.0,23.0,17.0,22.0,86.0,22.0,15.0,13.0,8.0,13.0,26.0,24.0,7.0,13.0,10.0,11.0,65.0,16.0,17.0,30.0,22.0,11.0,84.0,8.0,26.0,12.0,19.0,12.0,19.0,8.0,59.0,133.0,86.0,9.0,14.0,32.0,25.0,38.0,21.0,52.0,46.0,46.0,22.0,61.0,71.0,40.0,47.0,16.0,24.0,16.0,24.0,24.0,28.0,50.0,26.0,14.0,18.0,36.0,13.0,38.0,57.0,87.0,81.0,83.0,14.0,7.0,27.0,33.0,9.0,11.0,13.0,9.0,11.0,8.0,28.0,28.0,11.0,9.0,12.0,27.0,257.0,14.0,13.0,257.0,13.0,257.0,48.0,74.0,53.0,29.0,20.0,47.0,8.0,29.0,29.0,12.0,50.0,33.0,21.0,37.0,49.0,16.0,10.0,20.0,24.0,13.0,20.0,18.0,12.0,45.0,53.0,16.0,12.0,14.0,131.0,18.0,95.0,94.0,21.0,35.0,21.0,12.0,9.0,13.0,8.0,14.0,8.0,17.0,8.0,29.0,11.0,26.0,70.0,35.0,11.0,11.0,8.0
MS_JAC,110.0,35.0,170.0,29.0,19.0,55.0,21.0,21.0,25.0,10.0,14.0,14.0,11.0,11.0,12.0,14.0,12.0,15.0,21.0,68.0,18.0,25.0,228.0,8.0,22.0,46.0,16.0,8.0,18.0,25.0,27.0,41.0,44.0,135.0,8.0,15.0,19.0,10.0,50.0,24.0,15.0,25.0,10.0,14.0,120.0,39.0,11.0,124.0,71.0,8.0,45.0,18.0,51.0,26.0,24.0,21.0,9.0,12.0,81.0,19.0,33.0,15.0,26.0,37.0,47.0,25.0,25.0,37.0,15.0,16.0,12.0,9.0,11.0,8.0,8.0,51.0,18.0,12.0,11.0,10.0,59.0,59.0,59.0,59.0,59.0,59.0,42.0,15.0,22.0,9.0,21.0,8.0,13.0,24.0,13.0,24.0,9.0,9.0,8.0,12.0,11.0,12.0,9.0,29.0,31.0,9.0,10.0,39.0,21.0,37.0,88.0,8.0,40.0,37.0,197.0,9.0,143.0,244.0,18.0,20.0,31.0,44.0,14.0,10.0,16.0,19.0,7.0,9.0,8.0,15.0,23.0,12.0,13.0,18.0,8.0,18.0,25.0
MT_BIL,24.0,24.0,24.0,24.0,90.0,90.0,10.0,16.0,14.0,7.0,12.0,7.0,11.0,11.0,11.0,9.0,16.0,12.0,14.0,8.0,10.0,14.0,8.0,24.0,14.0,14.0,7.0,9.0,7.0,8.0,66.0,15.0,15.0,11.0,10.0,66.0,11.0,11.0,66.0,14.0,7.0,7.0,11.0,63.0,11.0,11.0,11.0,90.0,90.0,7.0,9.0,9.0,12.0,66.0,66.0,66.0,47.0,8.0,47.0,63.0,12.0,63.0,10.0,11.0,24.0,14.0,15.0,10.0,10.0,10.0,10.0,18.0,14.0,63.0,63.0,12.0,17.0,11.0,17.0,19.0,17.0,17.0,17.0,17.0,17.0,17.0,11.0,9.0,7.0,66.0,11.0,10.0,10.0,9.0,8.0,12.0,17.0,17.0,17.0,17.0,17.0,10.0,10.0,10.0,10.0,11.0,47.0,24.0,7.0,24.0,24.0,90.0,8.0,11.0,12.0,7.0,11.0,8.0,8.0,7.0,8.0,7.0,22.0,15.0,15.0,15.0,15.0,15.0,29.0,18.0,10.0,19.0,7.0,9.0,15.0,15.0,8.0
MT_MIS,10.0,10.0,10.0,10.0,43.0,43.0,14.0,14.0,9.0,10.0,16.0,20.0,20.0,13.0,13.0,70.0,17.0,10.0,11.0,9.0,9.0,11.0,10.0,10.0,11.0,11.0,27.0,27.0,27.0,22.0,40.0,9.0,8.0,25.0,40.0,40.0,25.0,25.0,8.0,7.0,40.0,7.0,25.0,27.0,25.0,25.0,25.0,43.0,43.0,9.0,10.0,11.0,10.0,40.0,40.0,40.0,27.0,9.0,27.0,27.0,7.0,27.0,7.0,27.0,10.0,14.0,13.0,9.0,9.0,9.0,9.0,10.0,8.0,9.0,9.0,10.0,12.0,146.0,7.0,30.0,12.0,12.0,12.0,12.0,12.0,12.0,8.0,40.0,7.0,40.0,10.0,10.0,10.0,10.0,8.0,10.0,12.0,12.0,12.0,12.0,12.0,10.0,9.0,9.0,9.0,27.0,9.0,10.0,10.0,10.0,10.0,43.0,43.0,9.0,12.0,43.0,12.0,43.0,43.0,43.0,43.0,43.0,16.0,11.0,11.0,11.0,11.0,11.0,28.0,14.0,7.0,40.0,40.0,40.0,11.0,11.0,16.0
NC_CHA,116.0,45.0,47.0,31.0,11.0,25.0,14.0,20.0,7.0,7.0,58.0,24.0,13.0,12.0,22.0,14.0,9.0,56.0,99.0,223.0,160.0,20.0,245.0,34.0,90.0,59.0,10.0,19.0,21.0,10.0,10.0,50.0,38.0,90.0,26.0,20.0,9.0,15.0,43.0,39.0,44.0,57.0,9.0,9.0,58.0,34.0,36.0,30.0,61.0,63.0,23.0,123.0,11.0,43.0,39.0,20.0,8.0,14.0,11.0,10.0,8.0,15.0,27.0,22.0,58.0,9.0,8.0,422.0,111.0,256.0,109.0,93.0,14.0,8.0,18.0,31.0,42.0,61.0,8.0,18.0,17.0,17.0,18.0,12.0,18.0,21.0,52.0,67.0,81.0,14.0,14.0,17.0,10.0,34.0,13.0,14.0,69.0,24.0,117.0,78.0,49.0,9.0,169.0,134.0,241.0,93.0,13.0,64.0,143.0,27.0,63.0,11.0,23.0,29.0,124.0,17.0,122.0,78.0,19.0,57.0,13.0,30.0,15.0,63.0,145.0,137.0,78.0,44.0,9.0,34.0,12.0,18.0,27.0,27.0,14.0,11.0,8.0
NC_GRE,35.0,16.0,16.0,10.0,11.0,8.0,9.0,12.0,16.0,7.0,10.0,15.0,15.0,18.0,18.0,8.0,59.0,16.0,14.0,76.0,63.0,8.0,77.0,48.0,31.0,17.0,15.0,25.0,18.0,32.0,11.0,40.0,23.0,79.0,22.0,14.0,11.0,19.0,41.0,21.0,19.0,27.0,22.0,11.0,28.0,10.0,11.0,15.0,26.0,13.0,9.0,45.0,11.0,7.0,7.0,15.0,61.0,18.0,11.0,15.0,34.0,8.0,23.0,9.0,9.0,8.0,9.0,128.0,136.0,106.0,65.0,61.0,61.0,98.0,12.0,10.0,14.0,59.0,8.0,12.0,10.0,8.0,9.0,7.0,9.0,11.0,13.0,18.0,39.0,13.0,12.0,14.0,8.0,24.0,8.0,24.0,20.0,10.0,43.0,13.0,18.0,8.0,46.0,82.0,61.0,61.0,9.0,14.0,16.0,19.0,30.0,9.0,8.0,28.0,35.0,9.0,32.0,20.0,14.0,13.0,14.0,8.0,8.0,55.0,24.0,23.0,17.0,33.0,11.0,24.0,11.0,11.0,12.0,9.0,9.0,13.0,32.0
